school;user0;user1;user2;user3;user4;user5
1;0,5;0,67;0,6;0,5;0,44;0,63
1,1;0,43;0,6;0,35;0,6;0,16;0,23
1,3;0,3;0,47;0,2;0,5;0,15;0,21
1,5;0,23;0,27;0,25;0,5;0,13;0,18
1,8;0,23;0,33;0,05;0,6;0,09;0,13
2,5;0,17;0,27;0,05;0,6;0,08;0,11
3;0,13;0,2;0,05;0,5;0,06;0,09
4;0,2;0,2;1;0,4;0,06;0,09
18,75;0,3;0,33;0,35;0,5;0,08;0,12
19;0,4;0,6;0,25;0,7;0,1;0,14
19,7;0,23;0,33;0,2;1,3;0,84;1,2
19,9;0,17;0,2;0,05;1,2;0,84;1,2
19,4;0,22;0,3;0,05;1,4;0,22;0,31
19,5;0,25;0,33;1,75;0,7;0,18;0,26
19;0,22;0,31;1,6;0,6;0,1;0,14
18,7;0,27;0,33;0,4;0,8;0,47;0,67
18;0,27;0,33;1,75;0,6;0,45;0,64
19;0,53;0,53;0,05;0,7;0,47;0,67
18,5;0,77;1;0,2;0,6;0,32;0,45
8,2;0,85;1,13;0,4;0,8;0,39;0,55
6,5;0,98;1,17;0,3;0,7;0,6;0,85
6,75;1,07;1,39;1,5;0,6;0,6;0,85
2,75;0,93;1,27;0,3;0,9;0,6;0,85
2;0,67;1;0,3;0,8;0,57;0,82
1;0,5;0,67;0,6;0,5;0,44;0,63
1,1;0,43;0,6;0,35;0,5;0,16;0,23
1,3;0,3;0,47;0,2;0,5;0,15;0,21
1,5;0,23;0,27;0,25;0,5;0,13;0,18
1,8;0,23;0,33;0,05;0,4;0,09;0,13
2,5;0,17;0,27;0,05;0,4;0,08;0,11
3;0,13;0,2;0,05;0,5;0,06;0,09
4;0,2;0,2;1;0,4;0,06;0,09
18,75;0,3;0,33;0,35;0,6;0,08;0,12
19;0,4;0,6;0,25;0,7;0,1;0,14
19,7;0,23;0,33;0,2;1,6;0,84;1,2
19,9;0,17;0,2;0,05;1,9;0,84;1,2
19,4;0,22;0,3;0,05;1,7;0,22;0,31
19,5;0,25;0,33;1,75;1,2;0,18;0,26
19;0,22;0,31;1,6;1,4;0,1;0,14
18,7;0,27;0,33;0,4;1,2;0,47;0,67
18;0,27;0,33;1,75;1,4;0,45;0,64
19;0,53;0,53;0,05;1,1;0,47;0,67
18,5;0,77;1;0,2;1,1;0,32;0,45
8,2;0,85;1,13;0,4;1;0,39;0,55
6,5;0,98;1,17;0,3;1,4;0,6;0,85
6,75;1,07;1,39;1,5;1;0,6;0,85
2,75;0,93;1,27;0,3;0,8;0,6;0,85
2;0,67;1;0,3;0,6;0,57;0,82
1;0,5;0,67;0,6;0,5;0,44;0,63
1,1;0,43;0,6;0,35;0,5;0,16;0,23
1,3;0,3;0,47;0,2;0,5;0,15;0,21
1,5;0,23;0,27;0,25;0,5;0,13;0,18
1,8;0,23;0,33;0,05;0,4;0,09;0,13
2,5;0,17;0,27;0,05;0,4;0,08;0,11
3;0,13;0,2;0,05;0,5;0,06;0,09
4;0,2;0,2;1;0,4;0,06;0,09
18,75;0,3;0,33;0,35;0,6;0,08;0,12
19;0,4;0,6;0,25;0,7;0,1;0,14
19,7;0,23;0,33;0,2;1,6;0,84;1,2
19,9;0,17;0,2;0,05;1,9;0,84;1,2
19,4;0,22;0,3;0,05;1,7;0,22;0,31
19,5;0,25;0,33;1,75;1,2;0,18;0,26
19;0,22;0,31;1,6;1,4;0,1;0,14
18,7;0,27;0,33;0,4;1,2;0,47;0,67
18;0,27;0,33;1,75;1,4;0,45;0,64
19;0,53;0,53;0,05;1,1;0,47;0,67
18,5;0,77;1;0,2;1,1;0,32;0,45
8,2;0,85;1,13;0,4;1;0,39;0,55
6,5;0,98;1,17;0,3;1,4;0,6;0,85
6,75;1,07;1,39;1,5;1;0,6;0,85
2,75;0,93;1,27;0,3;0,8;0,6;0,85
2;0,67;1;0,3;0,6;0,57;0,82
1;0,5;0,67;0,6;0,5;0,44;0,63
1,1;0,43;0,6;0,35;0,5;0,16;0,23
1,3;0,3;0,47;0,2;0,5;0,15;0,21
1,5;0,23;0,27;0,25;0,5;0,13;0,18
1,8;0,23;0,33;0,05;0,4;0,09;0,13
2,5;0,17;0,27;0,05;0,4;0,08;0,11
3;0,13;0,2;0,05;0,5;0,06;0,09
4;0,2;0,2;1;0,4;0,06;0,09
18,75;0,3;0,33;0,35;0,6;0,08;0,12
19;0,4;0,6;0,25;0,7;0,1;0,14
19,7;0,23;0,33;0,2;1,6;0,84;1,2
19,9;0,17;0,2;0,05;1,9;0,84;1,2
19,4;0,22;0,3;0,05;1,7;0,22;0,31
19,5;0,25;0,33;1,75;1,2;0,18;0,26
19;0,22;0,31;1,6;1,4;0,1;0,14
18,7;0,27;0,33;0,4;1,2;0,47;0,67
18;0,27;0,33;1,75;1,4;0,45;0,64
19;0,53;0,53;0,05;1,1;0,47;0,67
18,5;0,77;1;0,2;1,1;0,32;0,45
8,2;0,85;1,13;0,4;1;0,39;0,55
6,5;0,98;1,17;0,3;1,4;0,6;0,85
6,75;1,07;1,39;1,5;1;0,6;0,85
2,75;0,93;1,27;0,3;0,8;0,6;0,85
2;0,67;1;0,3;0,6;0,57;0,82
1;0,5;0,67;0,6;0,5;0,44;0,63
0,55;0,52;0,72;0,35;0,5;0,21;0,299
0,65;0,36;0,56;0,2;0,5;0,19;0,273
0,75;0,28;0,32;0,25;0,5;0,16;0,234
0,9;0,28;0,4;0,05;0,4;0,12;0,169
1,25;0,2;0,32;0,05;0,4;0,1;0,143
1,5;0,16;0,24;0,05;0,5;0,08;0,117
2;0,24;0,24;1;0,4;0,08;0,115
9,375;0,36;0,4;0,35;0,6;0,11;0,156
9,5;0,48;0,72;0,25;0,7;0,13;0,182
9,85;0,28;0,4;0,2;1,6;1,09;1,56
9,95;0,2;0,24;0,05;1,9;1,09;1,55
9,7;0,26;0,36;0,05;1,7;0,28;0,403
9,75;0,3;0,4;1,75;1,2;0,24;0,338
9,6;0,26;0,37;1,6;1,4;0,13;0,182
9,35;0,32;0,4;0,4;1,2;0,61;0,871
9;0,32;0,4;1,75;1,4;0,58;0,832
9,5;0,64;0,64;0,05;1,1;0,6;0,86
9,1;0,92;1,2;0,2;1,1;0,41;0,585
4,1;1,02;1,36;0,4;1;0,5;0,715
3,25;1,18;1,4;0,3;1,4;0,77;1,105
2,375;1,28;1,67;1,5;1;0,82;1,17
1,375;1,12;1,52;0,3;0,8;0,77;1,105
1;0,8;1,2;0,3;0,6;0,75;1,066
0,5;0,6;0,8;0,6;0,5;0,57;0,819
0,55;0,52;0,72;0,35;0,5;0,21;0,299
0,65;0,36;0,56;0,2;0,5;0,19;0,273
0,75;0,28;0,32;0,25;0,5;0,16;0,234
0,9;0,28;0,4;0,05;0,4;0,12;0,169
1,25;0,2;0,32;0,05;0,4;0,1;0,143
1,5;0,16;0,24;0,05;0,5;0,08;0,117
2;0,24;0,24;1;0,4;0,08;0,115
9,375;0,36;0,4;0,35;0,6;0,11;0,156
9,5;0,48;0,72;0,25;0,7;0,13;0,182
9,85;0,28;0,4;0,2;1,6;1,09;1,56
9,95;0,2;0,24;0,05;1,9;1,09;1,55
9,7;0,26;0,36;0,05;1,7;0,28;0,403
9,75;0,3;0,4;1,75;1,2;0,24;0,338
9,6;0,26;0,37;1,6;1,4;0,13;0,182
9,35;0,32;0,4;0,4;1,2;0,61;0,871
9;0,32;0,4;1,75;1,4;0,58;0,832
9,5;0,64;0,64;0,05;1,1;0,6;0,86
9,1;0,92;1,2;0,2;1,1;0,41;0,585
4,1;1,02;1,36;0,4;1;0,5;0,715
3,25;1,18;1,4;0,3;1,4;0,77;1,105
2,375;1,28;1,67;1,5;1;0,82;1,17
1,375;1,12;1,52;0,3;0,8;0,77;1,105
1;0,8;1,2;0,3;0,6;0,75;1,066
0,5;0,6;0,8;0,6;0,5;0,57;0,819
1,1;0,43;0,6;0,35;0,5;0,16;0,23
1,3;0,3;0,47;0,2;0,5;0,15;0,21
1,5;0,23;0,27;0,25;0,5;0,13;0,18
1,8;0,23;0,33;0,05;0,4;0,09;0,13
2,5;0,17;0,27;0,05;0,4;0,08;0,11
3;0,13;0,2;0,05;0,5;0,06;0,09
4;0,2;0,2;1;0,4;0,06;0,09
18,75;0,3;0,33;0,35;0,6;0,08;0,12
19;0,4;0,6;0,25;0,7;0,1;0,14
19,7;0,23;0,33;0,2;1,6;0,84;1,2
19,9;0,17;0,2;0,05;1,9;0,84;1,2
19,4;0,22;0,3;0,05;1,7;0,22;0,31
19,5;0,25;0,33;1,75;1,2;0,18;0,26
19;0,22;0,31;1,6;1,4;0,1;0,14
18,7;0,27;0,33;0,4;1,2;0,47;0,67
18;0,27;0,33;1,75;1,4;0,45;0,64
19;0,53;0,53;0,05;1,1;0,47;0,67
18,5;0,77;1;0,2;1,1;0,32;0,45
8,2;0,85;1,13;0,4;1;0,39;0,55
6,5;0,98;1,17;0,3;1,4;0,6;0,85
6,75;1,07;1,39;1,5;1;0,6;0,85
2,75;0,93;1,27;0,3;0,8;0,6;0,85
2;0,67;1;0,3;0,6;0,57;0,82
1;0,5;0,67;0,6;0,5;0,44;0,63
1,1;0,43;0,6;0,35;0,5;0,16;0,23
1,3;0,3;0,47;0,2;0,5;0,15;0,21
1,5;0,23;0,27;0,25;0,5;0,13;0,18
1,8;0,23;0,33;0,05;0,4;0,09;0,13
2,5;0,17;0,27;0,05;0,4;0,08;0,11
3;0,13;0,2;0,05;0,5;0,06;0,09
4;0,2;0,2;1;0,4;0,06;0,09
18,75;0,3;0,33;0,35;0,6;0,08;0,12
19;0,4;0,6;0,25;0,7;0,1;0,14
19,7;0,23;0,33;0,2;1,6;0,84;1,2
19,9;0,17;0,2;0,05;1,9;0,84;1,2
19,4;0,22;0,3;0,05;1,7;0,22;0,31
19,5;0,25;0,33;1,75;1,2;0,18;0,26
19;0,22;0,31;1,6;1,4;0,1;0,14
18,7;0,27;0,33;0,4;1,2;0,47;0,67
18;0,27;0,33;1,75;1,4;0,45;0,64
19;0,53;0,53;0,05;1,1;0,47;0,67
18,5;0,77;1;0,2;1,1;0,32;0,45
8,2;0,85;1,13;0,4;1;0,39;0,55
6,5;0,98;1,17;0,3;1,4;0,6;0,85
6,75;1,07;1,39;1,5;1;0,6;0,85
2,75;0,93;1,27;0,3;0,8;0,6;0,85
2;0,67;1;0,3;0,6;0,57;0,82
1;0,5;0,67;0,6;0,5;0,44;0,63
1,1;0,43;0,6;0,35;0,5;0,16;0,23
1,3;0,3;0,47;0,2;0,5;0,15;0,21
1,5;0,23;0,27;0,25;0,5;0,13;0,18
1,8;0,23;0,33;0,05;0,4;0,09;0,13
2,5;0,17;0,27;0,05;0,4;0,08;0,11
3;0,13;0,2;0,05;0,5;0,06;0,09
4;0,2;0,2;1;0,4;0,06;0,09
18,75;0,3;0,33;0,35;0,6;0,08;0,12
19;0,4;0,6;0,25;0,7;0,1;0,14
19,7;0,23;0,33;0,2;1,6;0,84;1,2
19,9;0,17;0,2;0,05;1,9;0,84;1,2
19,4;0,22;0,3;0,05;1,7;0,22;0,31
19,5;0,25;0,33;1,75;1,2;0,18;0,26
19;0,22;0,31;1,6;1,4;0,1;0,14
18,7;0,27;0,33;0,4;1,2;0,47;0,67
18;0,27;0,33;1,75;1,4;0,45;0,64
19;0,53;0,53;0,05;1,1;0,47;0,67
18,5;0,77;1;0,2;1,1;0,32;0,45
8,2;0,85;1,13;0,4;1;0,39;0,55
6,5;0,98;1,17;0,3;1,4;0,6;0,85
6,75;1,07;1,39;1,5;1;0,6;0,85
2,75;0,93;1,27;0,3;0,8;0,6;0,85
2;0,67;1;0,3;0,6;0,57;0,82
1;0,5;0,67;0,6;0,5;0,44;0,63
1,1;0,43;0,6;0,35;0,5;0,16;0,23
1,3;0,3;0,47;0,2;0,5;0,15;0,21
1,5;0,23;0,27;0,25;0,5;0,13;0,18
1,8;0,23;0,33;0,05;0,4;0,09;0,13
2,5;0,17;0,27;0,05;0,4;0,08;0,11
3;0,13;0,2;0,05;0,5;0,06;0,09
4;0,2;0,2;1;0,4;0,06;0,09
18,75;0,3;0,33;0,35;0,6;0,08;0,12
19;0,4;0,6;0,25;0,7;0,1;0,14
19,7;0,23;0,33;0,2;1,6;0,84;1,2
19,9;0,17;0,2;0,05;1,9;0,84;1,2
19,4;0,22;0,3;0,05;1,7;0,22;0,31
19,5;0,25;0,33;1,75;1,2;0,18;0,26
19;0,22;0,31;1,6;1,4;0,1;0,14
18,7;0,27;0,33;0,4;1,2;0,47;0,67
18;0,27;0,33;1,75;1,4;0,45;0,64
19;0,53;0,53;0,05;1,1;0,47;0,67
18,5;0,77;1;0,2;1,1;0,32;0,45
8,2;0,85;1,13;0,4;1;0,39;0,55
6,5;0,98;1,17;0,3;1,4;0,6;0,85
6,75;1,07;1,39;1,5;1;0,6;0,85
2,75;0,93;1,27;0,3;0,8;0,6;0,85
2;0,67;1;0,3;0,6;0,57;0,82
1;0,5;0,67;0,6;0,5;0,44;0,63
1,1;0,43;0,6;0,35;0,5;0,16;0,23
1,3;0,3;0,47;0,2;0,5;0,15;0,21
1,5;0,23;0,27;0,25;0,5;0,13;0,18
1,8;0,23;0,33;0,05;0,4;0,09;0,13
2,5;0,17;0,27;0,05;0,4;0,08;0,11
3;0,13;0,2;0,05;0,5;0,06;0,09
4;0,2;0,2;1;0,4;0,06;0,09
18,75;0,3;0,33;0,35;0,6;0,08;0,12
19;0,4;0,6;0,25;0,7;0,1;0,14
19,7;0,23;0,33;0,2;1,6;0,84;1,2
19,9;0,17;0,2;0,05;1,9;0,84;1,2
19,4;0,22;0,3;0,05;1,7;0,22;0,31
19,5;0,25;0,33;1,75;1,2;0,18;0,26
19;0,22;0,31;1,6;1,4;0,1;0,14
18,7;0,27;0,33;0,4;1,2;0,47;0,67
18;0,27;0,33;1,75;1,4;0,45;0,64
19;0,53;0,53;0,05;1,1;0,47;0,67
18,5;0,77;1;0,2;1,1;0,32;0,45
8,2;0,85;1,13;0,4;1;0,39;0,55
6,5;0,98;1,17;0,3;1,4;0,6;0,85
6,75;1,07;1,39;1,5;1;0,6;0,85
2,75;0,93;1,27;0,3;0,8;0,6;0,85
2;0,67;1;0,3;0,6;0,57;0,82
1;0,5;0,67;0,6;0,5;0,44;0,63
0,55;0,52;0,72;0,35;0,5;0,21;0,299
0,65;0,36;0,56;0,2;0,5;0,19;0,273
0,75;0,28;0,32;0,25;0,5;0,16;0,234
0,9;0,28;0,4;0,05;0,4;0,12;0,169
1,25;0,2;0,32;0,05;0,4;0,1;0,143
1,5;0,16;0,24;0,05;0,5;0,08;0,117
2;0,24;0,24;1;0,4;0,08;0,115
9,375;0,36;0,4;0,35;0,6;0,11;0,156
9,5;0,48;0,72;0,25;0,7;0,13;0,182
9,85;0,28;0,4;0,2;1,6;1,09;1,56
9,95;0,2;0,24;0,05;1,9;1,09;1,55
9,7;0,26;0,36;0,05;1,7;0,28;0,403
9,75;0,3;0,4;1,75;1,2;0,24;0,338
9,6;0,26;0,37;1,6;1,4;0,13;0,182
9,35;0,32;0,4;0,4;1,2;0,61;0,871
9;0,32;0,4;1,75;1,4;0,58;0,832
9,5;0,64;0,64;0,05;1,1;0,6;0,86
9,1;0,92;1,2;0,2;1,1;0,41;0,585
4,1;1,02;1,36;0,4;1;0,5;0,715
3,25;1,18;1,4;0,3;1,4;0,77;1,105
2,375;1,28;1,67;1,5;1;0,82;1,17
1,375;1,12;1,52;0,3;0,8;0,77;1,105
1;0,8;1,2;0,3;0,6;0,75;1,066
0,5;0,6;0,8;0,6;0,5;0,57;0,819
0,55;0,52;0,72;0,35;0,5;0,21;0,299
0,65;0,36;0,56;0,2;0,5;0,19;0,273
0,75;0,28;0,32;0,25;0,5;0,16;0,234
0,9;0,28;0,4;0,05;0,4;0,12;0,169
1,25;0,2;0,32;0,05;0,4;0,1;0,143
1,5;0,16;0,24;0,05;0,5;0,08;0,117
2;0,24;0,24;1;0,4;0,08;0,115
9,375;0,36;0,4;0,35;0,6;0,11;0,156
9,5;0,48;0,72;0,25;0,7;0,13;0,182
9,85;0,28;0,4;0,2;1,6;1,09;1,56
9,95;0,2;0,24;0,05;1,9;1,09;1,55
9,7;0,26;0,36;0,05;1,7;0,28;0,403
9,75;0,3;0,4;1,75;1,2;0,24;0,338
9,6;0,26;0,37;1,6;1,4;0,13;0,182
9,35;0,32;0,4;0,4;1,2;0,61;0,871
9;0,32;0,4;1,75;1,4;0,58;0,832
9,5;0,64;0,64;0,05;1,1;0,6;0,86
9,1;0,92;1,2;0,2;1,1;0,41;0,585
4,1;1,02;1,36;0,4;1;0,5;0,715
3,25;1,18;1,4;0,3;1,4;0,77;1,105
2,375;1,28;1,67;1,5;1;0,82;1,17
1,375;1,12;1,52;0,3;0,8;0,77;1,105
1;0,8;1,2;0,3;0,6;0,75;1,066
0,5;0,6;0,8;0,6;0,5;0,57;0,819
1,1;0,43;0,6;0,35;0,5;0,16;0,23
1,3;0,3;0,47;0,2;0,5;0,15;0,21
1,5;0,23;0,27;0,25;0,5;0,13;0,18
1,8;0,23;0,33;0,05;0,4;0,09;0,13
2,5;0,17;0,27;0,05;0,4;0,08;0,11
3;0,13;0,2;0,05;0,5;0,06;0,09
4;0,2;0,2;1;0,4;0,06;0,09
18,75;0,3;0,33;0,35;0,6;0,08;0,12
19;0,4;0,6;0,25;0,7;0,1;0,14
19,7;0,23;0,33;0,2;1,6;0,84;1,2
19,9;0,17;0,2;0,05;1,9;0,84;1,2
19,4;0,22;0,3;0,05;1,7;0,22;0,31
19,5;0,25;0,33;1,75;1,2;0,18;0,26
19;0,22;0,31;1,6;1,4;0,1;0,14
18,7;0,27;0,33;0,4;1,2;0,47;0,67
18;0,27;0,33;1,75;1,4;0,45;0,64
19;0,53;0,53;0,05;1,1;0,47;0,67
18,5;0,77;1;0,2;1,1;0,32;0,45
8,2;0,85;1,13;0,4;1;0,39;0,55
6,5;0,98;1,17;0,3;1,4;0,6;0,85
6,75;1,07;1,39;1,5;1;0,6;0,85
2,75;0,93;1,27;0,3;0,8;0,6;0,85
2;0,67;1;0,3;0,6;0,57;0,82
1;0,5;0,67;0,6;0,5;0,44;0,63
1,1;0,43;0,6;0,35;0,5;0,16;0,23
1,3;0,3;0,47;0,2;0,5;0,15;0,21
1,5;0,23;0,27;0,25;0,5;0,13;0,18
1,8;0,23;0,33;0,05;0,4;0,09;0,13
2,5;0,17;0,27;0,05;0,4;0,08;0,11
3;0,13;0,2;0,05;0,5;0,06;0,09
4;0,2;0,2;1;0,4;0,06;0,09
18,75;0,3;0,33;0,35;0,6;0,08;0,12
19;0,4;0,6;0,25;0,7;0,1;0,14
19,7;0,23;0,33;0,2;1,6;0,84;1,2
19,9;0,17;0,2;0,05;1,9;0,84;1,2
19,4;0,22;0,3;0,05;1,7;0,22;0,31
19,5;0,25;0,33;1,75;1,2;0,18;0,26
19;0,22;0,31;1,6;1,4;0,1;0,14
18,7;0,27;0,33;0,4;1,2;0,47;0,67
18;0,27;0,33;1,75;1,4;0,45;0,64
19;0,53;0,53;0,05;1,1;0,47;0,67
18,5;0,77;1;0,2;1,1;0,32;0,45
8,2;0,85;1,13;0,4;1;0,39;0,55
6,5;0,98;1,17;0,3;1,4;0,6;0,85
6,75;1,07;1,39;1,5;1;0,6;0,85
2,75;0,93;1,27;0,3;0,8;0,6;0,85
2;0,67;1;0,3;0,6;0,57;0,82
1;0,5;0,67;0,6;0,5;0,44;0,63
1,1;0,43;0,6;0,35;0,5;0,16;0,23
1,3;0,3;0,47;0,2;0,5;0,15;0,21
1,5;0,23;0,27;0,25;0,5;0,13;0,18
1,8;0,23;0,33;0,05;0,4;0,09;0,13
2,5;0,17;0,27;0,05;0,4;0,08;0,11
3;0,13;0,2;0,05;0,5;0,06;0,09
4;0,2;0,2;1;0,4;0,06;0,09
18,75;0,3;0,33;0,35;0,6;0,08;0,12
19;0,4;0,6;0,25;0,7;0,1;0,14
19,7;0,23;0,33;0,2;1,6;0,84;1,2
19,9;0,17;0,2;0,05;1,9;0,84;1,2
19,4;0,22;0,3;0,05;1,7;0,22;0,31
19,5;0,25;0,33;1,75;1,2;0,18;0,26
19;0,22;0,31;1,6;1,4;0,1;0,14
18,7;0,27;0,33;0,4;1,2;0,47;0,67
18;0,27;0,33;1,75;1,4;0,45;0,64
19;0,53;0,53;0,05;1,1;0,47;0,67
18,5;0,77;1;0,2;1,1;0,32;0,45
8,2;0,85;1,13;0,4;1;0,39;0,55
6,5;0,98;1,17;0,3;1,4;0,6;0,85
6,75;1,07;1,39;1,5;1;0,6;0,85
2,75;0,93;1,27;0,3;0,8;0,6;0,85
2;0,67;1;0,3;0,6;0,57;0,82
1;0,5;0,67;0,6;0,5;0,44;0,63
1,1;0,43;0,6;0,35;0,5;0,16;0,23
1,3;0,3;0,47;0,2;0,5;0,15;0,21
1,5;0,23;0,27;0,25;0,5;0,13;0,18
1,8;0,23;0,33;0,05;0,4;0,09;0,13
2,5;0,17;0,27;0,05;0,4;0,08;0,11
3;0,13;0,2;0,05;0,5;0,06;0,09
4;0,2;0,2;1;0,4;0,06;0,09
18,75;0,3;0,33;0,35;0,6;0,08;0,12
19;0,4;0,6;0,25;0,7;0,1;0,14
19,7;0,23;0,33;0,2;1,6;0,84;1,2
19,9;0,17;0,2;0,05;1,9;0,84;1,2
19,4;0,22;0,3;0,05;1,7;0,22;0,31
19,5;0,25;0,33;1,75;1,2;0,18;0,26
19;0,22;0,31;1,6;1,4;0,1;0,14
18,7;0,27;0,33;0,4;1,2;0,47;0,67
18;0,27;0,33;1,75;1,4;0,45;0,64
19;0,53;0,53;0,05;1,1;0,47;0,67
18,5;0,77;1;0,2;1,1;0,32;0,45
8,2;0,85;1,13;0,4;1;0,39;0,55
6,5;0,98;1,17;0,3;1,4;0,6;0,85
6,75;1,07;1,39;1,5;1;0,6;0,85
2,75;0,93;1,27;0,3;0,8;0,6;0,85
2;0,67;1;0,3;0,6;0,57;0,82
1;0,5;0,67;0,6;0,5;0,44;0,63
1,1;0,43;0,6;0,35;0,5;0,16;0,23
1,3;0,3;0,47;0,2;0,5;0,15;0,21
1,5;0,23;0,27;0,25;0,5;0,13;0,18
1,8;0,23;0,33;0,05;0,4;0,09;0,13
2,5;0,17;0,27;0,05;0,4;0,08;0,11
3;0,13;0,2;0,05;0,5;0,06;0,09
4;0,2;0,2;1;0,4;0,06;0,09
18,75;0,3;0,33;0,35;0,6;0,08;0,12
19;0,4;0,6;0,25;0,7;0,1;0,14
19,7;0,23;0,33;0,2;1,6;0,84;1,2
19,9;0,17;0,2;0,05;1,9;0,84;1,2
19,4;0,22;0,3;0,05;1,7;0,22;0,31
19,5;0,25;0,33;1,75;1,2;0,18;0,26
19;0,22;0,31;1,6;1,4;0,1;0,14
18,7;0,27;0,33;0,4;1,2;0,47;0,67
18;0,27;0,33;1,75;1,4;0,45;0,64
19;0,53;0,53;0,05;1,1;0,47;0,67
18,5;0,77;1;0,2;1,1;0,32;0,45
8,2;0,85;1,13;0,4;1;0,39;0,55
6,5;0,98;1,17;0,3;1,4;0,6;0,85
6,75;1,07;1,39;1,5;1;0,6;0,85
2,75;0,93;1,27;0,3;0,8;0,6;0,85
2;0,67;1;0,3;0,6;0,57;0,82
1;0,5;0,67;0,6;0,5;0,44;0,63
0,55;0,52;0,72;0,35;0,5;0,21;0,299
0,65;0,36;0,56;0,2;0,5;0,19;0,273
0,75;0,28;0,32;0,25;0,5;0,16;0,234
0,9;0,28;0,4;0,05;0,4;0,12;0,169
1,25;0,2;0,32;0,05;0,4;0,1;0,143
1,5;0,16;0,24;0,05;0,5;0,08;0,117
2;0,24;0,24;1;0,4;0,08;0,115
9,375;0,36;0,4;0,35;0,6;0,11;0,156
9,5;0,48;0,72;0,25;0,7;0,13;0,182
9,85;0,28;0,4;0,2;1,6;1,09;1,56
9,95;0,2;0,24;0,05;1,9;1,09;1,55
9,7;0,26;0,36;0,05;1,7;0,28;0,403
9,75;0,3;0,4;1,75;1,2;0,24;0,338
9,6;0,26;0,37;1,6;1,4;0,13;0,182
9,35;0,32;0,4;0,4;1,2;0,61;0,871
9;0,32;0,4;1,75;1,4;0,58;0,832
9,5;0,64;0,64;0,05;1,1;0,6;0,86
9,1;0,92;1,2;0,2;1,1;0,41;0,585
4,1;1,02;1,36;0,4;1;0,5;0,715
3,25;1,18;1,4;0,3;1,4;0,77;1,105
2,375;1,28;1,67;1,5;1;0,82;1,17
1,375;1,12;1,52;0,3;0,8;0,77;1,105
1;0,8;1,2;0,3;0,6;0,75;1,066
0,5;0,6;0,8;0,6;0,5;0,57;0,819
0,55;0,52;0,72;0,35;0,5;0,21;0,299
0,65;0,36;0,56;0,2;0,5;0,19;0,273
0,75;0,28;0,32;0,25;0,5;0,16;0,234
0,9;0,28;0,4;0,05;0,4;0,12;0,169
1,25;0,2;0,32;0,05;0,4;0,1;0,143
1,5;0,16;0,24;0,05;0,5;0,08;0,117
2;0,24;0,24;1;0,4;0,08;0,115
9,375;0,36;0,4;0,35;0,6;0,11;0,156
9,5;0,48;0,72;0,25;0,7;0,13;0,182
9,85;0,28;0,4;0,2;1,6;1,09;1,56
9,95;0,2;0,24;0,05;1,9;1,09;1,55
9,7;0,26;0,36;0,05;1,7;0,28;0,403
9,75;0,3;0,4;1,75;1,2;0,24;0,338
9,6;0,26;0,37;1,6;1,4;0,13;0,182
9,35;0,32;0,4;0,4;1,2;0,61;0,871
9;0,32;0,4;1,75;1,4;0,58;0,832
9,5;0,64;0,64;0,05;1,1;0,6;0,86
9,1;0,92;1,2;0,2;1,1;0,41;0,585
4,1;1,02;1,36;0,4;1;0,5;0,715
3,25;1,18;1,4;0,3;1,4;0,77;1,105
2,375;1,28;1,67;1,5;1;0,82;1,17
1,375;1,12;1,52;0,3;0,8;0,77;1,105
1;0,8;1,2;0,3;0,6;0,75;1,066
0,5;0,6;0,8;0,6;0,5;0,57;0,819
1,1;0,43;0,6;0,35;0,5;0,16;0,23
1,3;0,3;0,47;0,2;0,5;0,15;0,21
1,5;0,23;0,27;0,25;0,5;0,13;0,18
1,8;0,23;0,33;0,05;0,4;0,09;0,13
2,5;0,17;0,27;0,05;0,4;0,08;0,11
3;0,13;0,2;0,05;0,5;0,06;0,09
4;0,2;0,2;1;0,4;0,06;0,09
18,75;0,3;0,33;0,35;0,6;0,08;0,12
19;0,4;0,6;0,25;0,7;0,1;0,14
19,7;0,23;0,33;0,2;1,6;0,84;1,2
19,9;0,17;0,2;0,05;1,9;0,84;1,2
19,4;0,22;0,3;0,05;1,7;0,22;0,31
19,5;0,25;0,33;1,75;1,2;0,18;0,26
19;0,22;0,31;1,6;1,4;0,1;0,14
18,7;0,27;0,33;0,4;1,2;0,47;0,67
18;0,27;0,33;1,75;1,4;0,45;0,64
19;0,53;0,53;0,05;1,1;0,47;0,67
18,5;0,77;1;0,2;1,1;0,32;0,45
8,2;0,85;1,13;0,4;1;0,39;0,55
6,5;0,98;1,17;0,3;1,4;0,6;0,85
6,75;1,07;1,39;1,5;1;0,6;0,85
2,75;0,93;1,27;0,3;0,8;0,6;0,85
2;0,67;1;0,3;0,6;0,57;0,82
1;0,5;0,67;0,6;0,5;0,44;0,63
1,1;0,43;0,6;0,35;0,5;0,16;0,23
1,3;0,3;0,47;0,2;0,5;0,15;0,21
1,5;0,23;0,27;0,25;0,5;0,13;0,18
1,8;0,23;0,33;0,05;0,4;0,09;0,13
2,5;0,17;0,27;0,05;0,4;0,08;0,11
3;0,13;0,2;0,05;0,5;0,06;0,09
4;0,2;0,2;1;0,4;0,06;0,09
18,75;0,3;0,33;0,35;0,6;0,08;0,12
19;0,4;0,6;0,25;0,7;0,1;0,14
19,7;0,23;0,33;0,2;1,6;0,84;1,2
19,9;0,17;0,2;0,05;1,9;0,84;1,2
